Item ID,AegisName,Server English Name,Category,EquipLevelMin,Slots,Reason
18197,Wind_Gale_J,Wind Gale,Weapons,100,1,Item ID absent from System/itemInfo_true.lub
18201,Comp_Scalet_DragonL_Bow,[Not For Sale] Scarlet Dragon Leather Bow,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
18202,Comp_Narcis_Bow,[Not For Sale] Narcissus Bow,Weapons,100,2,Item ID absent from System/itemInfo_true.lub
18728,Egir_Helm,Egir Helm,Headgear,110,1,Item ID absent from System/itemInfo_true.lub
18741,C_Will_O_Wisp,Costume Will O Wisp,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
18793,Sorc_Night_Cap,Sorcerer's Night Cap,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
18921,C_Aladdin_Lamp,Costume: Tarnished Lamp,Costumes,50,0,Item ID absent from System/itemInfo_true.lub
19015,C_Gemma_Hairband,Costume Kama's Hairband,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19103,Kings_Crown,Old King’s Crown,Headgear,130,1,Item ID absent from System/itemInfo_true.lub
19111,Laser_Of_Eagle,Laser of Eagle,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19113,Gemini_Eyes,Gemini-S58 Eyes,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19140,Squirrel_Ear_Hat,Squirrel Ears Hood Hat,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19141,Tha_Maero_Mask_J,Maero Mask,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19170,Guardian_Processor,Guardian Processor,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19172,PoPe_Osuwari_Head,Pope Osuwari Head,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19185,Blackhand_Of_Fate,Dark Hand,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19261,2017RTCSymbole,2017 RTC Symbols,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19262,Jirant_Circlet,Ancient Dragon Crown,Headgear,130,1,Item ID absent from System/itemInfo_true.lub
19272,Garden_Of_Eden,Garden of Eden,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19273,Gemini_RedEyes,Gemini S-58 Eyes (Red),Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19281,Agenda_RobeJ,Agenda Robe,Armor,100,1,Item ID absent from System/itemInfo_true.lub
19282,Consultation_RobeJ,Consultation Robe,Armor,100,1,Item ID absent from System/itemInfo_true.lub
19285,Helmet_Of_Siegfried_J,Siegfried's Helmet,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19287,C_Cat_Poring_Balloon,Costume Cat Poring Balloon,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19288,C_Gigant_Helm,Costume Gigant Helm,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19290,C_Elder_Devil_Horn,Costume Elder Devil Horn,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19293,C_SmartUnderRim_Glasses,Costume Under Rimmed Glasses,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19311,Greater_Dracul_Horn,Greater Dracule Horn,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19313,Neev_Barrette_,Neev Barrette,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19316,Squirrel_Ear_Hat_BR,Aeschylus's Hood,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19319,Beelzebub_Hat,Beelzebub's Hat,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19321,Bell_Pigeon_J,Mysterious Pigeon,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19328,Spider_Temp_TW,Spider's Winks,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19329,Hand_Of_Devil,Devil's Hand,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19342,Bull_Hat,Bull Hat,Headgear,130,1,Item ID absent from System/itemInfo_true.lub
19343,Circlet_Of_Phoenix,Circlet of Phoenix,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19349,Pizza_Hat_J,Pepperoni Pizza,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19350,Carrot_In_Mouth_J,Carrot In Mouth,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19367,Burst_Flame,Burst Flame,Headgear,165,1,Item ID absent from System/itemInfo_true.lub
19373,Sparkler_Stick_TH,Sparkler Stick,Headgear,130,0,Item ID absent from System/itemInfo_true.lub
19379,Striking_hat,Striking Hat,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19380,Floating_Ball,Floating Ball,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19390,Mira_Tower_Hat,Research Team Hat,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19391,Eyes_Of_Illusion,Eyes Of Illusion,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19403,Memory_Of_Noodle,Costume Memories of Summer Noodles,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19407,Work_Cap,Work Cap,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19409,Black_Feather,Black Feather Hat,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19411,Floating_Gioia,Floating Gioia,Headgear,130,0,Item ID absent from System/itemInfo_true.lub
19412,Flame_Bird,Flame Bird,Headgear,130,1,Item ID absent from System/itemInfo_true.lub
19426,King_Of_Spirit_Circlet,King Of Spirit Circlet,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19436,VesperHeadGear,Vesper Headgear,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19437,LittleGarden,Little Garden,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19452,Heavenly_Order_,Heavenly Order,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19453,Jejecap_JP,Jeje Cap,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19462,Cat_In_Mouth_J,Siam Cat in mouth,Headgear,130,0,Item ID absent from System/itemInfo_true.lub
19463,Melon_Cap,Melon Bread Hat,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19469,Crown_Of_Saint_Jp,Sacred Crown,Headgear,100,0,Item ID absent from System/itemInfo_true.lub
19497,Phantom_Of_Masquerade,Phantom of Masquerade,Headgear,100,1,Item ID absent from System/itemInfo_true.lub
19577,10th_Anni_Poring_Hat,10th Anni Poring Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19582,C_Cowboy_Hat,Costume Cowboy Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19583,C_Gangster_Patch,Costume Zorro Mask,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19588,C_Cat_Hat_J,Costume Cat Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19589,C_Fallen_Angel_Lost_J,Costume Fallen Angel Lost,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19591,C_Red_Ribbon_J,Costume Red Ribbon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19592,C_Hibiscus_J,Costume Hibiscus,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19593,C_Laurel_Wreath_J,Costume Laurel Wreath,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19594,C_Geographer_J,Costume Decorative Geographer,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19595,C_Dress_Hat_J,Costume April's Fool Day,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19596,C_Flying_Angel_J,Costume Flapping Angel Wing,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19597,C_Magic_Eyes_J,Costume Magic Eyes,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19607,C_Love_Chick_Hat,Costume Love Chick Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19609,C_Red_Glasses,Costume Red Glasses,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19610,C_Whisper_Mask,Costume Whisper Mask,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19611,C_Pecopeco_Wing_Ears,Costume Peco Ears,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19614,C_Super_Novice_Hat,Costume Super Novice Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19615,C_Loki_Mask,Costume Loki Mask,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19616,C_Ear_Of_Black_Cat,Costume Wickebine's Black Cat Ears,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19619,C_Corsair,Costume Corsair,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19620,C_Detective_Hat,Costume Detective Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19622,C_First_Moon_Hair_Pin,Costume Crescent Hairpin,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19623,C_Bizofnil_Wing_Deco,Costume Bijofnil Wings,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19626,C_Chullos,Costume Earmuff Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19627,C_Satellite_Hairband,Costume Satellite Hairband,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19628,C_Headset,Costume Headset,Costumes,20,0,Item ID absent from System/itemInfo_true.lub
19631,C_Boss_Hat,Costume Poring Fedora Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19640,C_Charming_Ribbon,Costume Charming Ribbon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19641,C_Helm_Of_Darkness,Costume Helm of Darkness,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19642,C_Moonlight_Flower_Hat,Costume Moonlight Flower Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19644,C_Takius_Blindfold,Costume Takius Blindfold,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19645,C_Chinese_Crown,Costume Phoenix Crown,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19646,C_Ramen_Hat,Costume Ramen Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19647,C_Red_Deviruchi_Cap,Costume Red Deviruchi Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19648,C_Fallen_Leaves,Costume Autumn Leaves,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19649,C_White_Baby_Cat_Ears,Costume White Baby Cat Ears,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19652,C_Rabbit_Magic_Hat,Costume Rabbit Magic Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19655,C_Tiraya_Bonnet,Costume Tiraya Bonnet,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19657,C_Captain_Hat,Costume Captain Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19658,C_Vacation_Hat,Costume Vacation Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19659,C_Gray_Fur_Hat,Costume Brown Beanie,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19660,C_Coppola,Costume Coppola,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19661,C_Sweet_Bonnet,Costume Sweet Bonnet,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19662,C_Magician_Hat,Costume Magician Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19663,Wishing_Sky_Lantern,Costume Wish Lamp,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19664,C_Campus_Festival,Costume Campus Festival,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19665,C_Poring_Cake_Cap,Costume Poring Cake Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19666,C_Cookie_Hat,Costume Cookie Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19669,C_Reginleif_Wings_J,Costume Reginleif Hairband,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19670,C_Southern_Cross,Costume Southern Cross,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19671,C_Pig_Moneybox,Costume Piggie Bank,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19672,C_Poring_Letter,Costume Poring Letter,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19674,C_Evil_Mask,Costume Evil Mask,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19679,C_Round_Eyes_J,Costume Blank Eyes,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19680,C_Tongue_Mask,Costume Tongue Mask,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19681,C_Silver_Tiara,Costume Silver Tiara,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19684,C_Happy_Wig,Costume Happy Wig,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19688,C_RJC_Katusa,Costume Katusa,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19689,C_Ati_Atihan_Hat,Costume Ati Atihan,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19690,C_Dark_Snake_Lord_Hat_J,Costume Dark Snake Lord Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19691,C_Blue_Ribbon,Costume Blue Ribbon,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19692,C_Antique_Pipe_J,Costume Peace Pipe,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19693,C_Triple_Poring_Hat,Costume Triple Poring Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19694,C_Vane_Hairpin,Costume Vane Hairpin,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19695,C_Kettle_Hat,Costume Kettle Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19696,C_Friend_Mochiring_Hat,Costume Friend Mochiring Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19698,C_Bf_Recruiter_Hat,Costume Boyfriend Recruitment Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19699,C_Gf_Recruiter_Hat,Costume Girlfriend Recruitment Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19700,RWC12_ChampCrown_J,Costume RWC2012 Crown of Victory,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19703,C_Afro_Wig_Black,Costume Black Afro Wig,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19705,C_Afro_Wig_Yellow,Costume Yellow Afro Wig,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19709,C_Yellow_Ribbon,Costume Yellow Ribbon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19711,C_Kafra_Band,Costume Wings Kafra Hair Band,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19714,C_Lady_Tanee_Doll,Costume Lady Tanee Doll,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19715,C_Scarf,Costume Scarf,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19717,C_Ribbon_Pink,Costume Pink Ribbon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19718,C_Gothic_Head_Dress,Costume Gothic Headdress,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19720,C_Oldman's_Romance,Costume Romantic Gent,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19723,C_Sacred_Torch_Coronet,Costume Sacred Torch Coronet,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19724,C_Deprotai_Doll_Hat,Costume Deprote Doll Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19725,C_Bread_Bag2,Costume Bread Bag,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19726,C_Scarlet_Rose,Costume Scarlet Rose,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19727,C_Deviling_Hat,Costume Devilring Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19728,C_Tare_Zonda,Costume Tare Zonda,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19730,C_Snake_Hat,Costume Snake Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19740,C_Guildsman_Recruiter,Costume Guild Member Recruitment Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19741,C_Majestic_Evil_Horn,Costume Majestic Devil Horns,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19743,C_Anubis_Helm_J,Costume Anubis Helm,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19744,C_Black_Tail_Ribbon,Costume Black Tail Ribbon,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19747,C_Tha_Despero_Mask_J,Costume Tha Despero Mask,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19749,C_Gold_Spirit_Chain,Costume Gold Spirit Chain,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19752,C_Shelter_Wing_Ears,Costume Shelter Wing Ears,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19753,C_Celestial_Hat,Costume Celestial Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19754,C_Good_Wedding_Veil,Costume Good Wedding Veil,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19755,C_YinYang_Earring,Costume YinYang Earring,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19756,C_Holy_Mom_Love,Costume Holy Mom Love,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19757,C_Water_Lily_Crown,Costume Water Lily Crown,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19758,C_King_Frog_Hat,Costume Frog King Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19759,C_Umbrella_Hat,Costume Umbrella Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19760,C_Rainbow_Veil,Costume Rainbow Veil,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19762,C_Happy_Peace_Proof,Costume Happy Peace Proof,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19763,C_Leaf_Cat_Hat,Costume Leaf Cat Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19766,C_Yggdrasil_Hat,Costume Yggdrasil Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19767,C_Home_Cherry_Blossom,Costume Home Cherry Blossom,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19769,C_Mischievous_Fairy,Costume Elf Ears,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19770,C_Japan_Winecup,Costume Sake,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19771,C_Butterfly_Hairpin,Costume Buterfly Hairpin,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19773,C_Angeling_Hairpin,Costume Angeling Pin,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19774,C_Emperor_Wreath_J,Costume Laurel,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19776,C_Tomboy_Fairy,Costume Tomboy Fairy,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19787,C_Devoted_Eyes,Costume Devoted Eyes,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19788,C_Heart_Eyepatch,Costume Heart Eyebandage,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19801,C_Fox_Hat_J,Costume Foxhat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19804,C_Red_Vane_Hairpin,Costume Red Vane Hairpin,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19805,C_Taboo_Curse_Scroll,Costume Curse Scroll,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19808,C_Blazing_Sun,Costume Blazing Sun,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19810,C_Ifrit's_Ear,Costume Ifrit Ear,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19811,C_Beer_Cap,Costume Beer Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19812,C_Large_Hibiscus,Costume Large Hibiscus,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19813,C_Icecream_Hat,Costume Icecream Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19814,C_Shiny_Wig,Costume Bright Wig,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19817,C_Ifrits_Breath,Costume Ifrits Breath,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19818,C_Droop_Morocc_Minion,Costume Drooping Morooc Minion,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19819,C_Necromencer_Hood,Costume Gang Doogun,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19820,C_Bone_Hat,Costume Bone Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19822,C_Yellow_Bandana,Costume Yellow Doogun,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19832,C_Poring_Hat,Costume Poring Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19834,C_Baseball_Cap,Costume Baseball Cap,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19837,C_Asara_Fairy_Hat,Costume Asara Fairy Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19838,C_Fox_Hat,Costume Fox Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19840,C_Helm_Of_Sun,Costume Hat of the Sun God,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19841,C_Dragonhelm_Copper,Costume Dragon Helm Copper,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19842,C_Puppy_Hat,Costume Puppy Hat,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19854,C_Ear_Of_Black_Cat_,Costume Black Cat Ears,Costumes,1,0,Item ID absent from System/itemInfo_true.lub
19855,C_Happy_Summer_Wig,Costume Happy Summer Wig,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19869,C_Ancient_Civil_Man,Costume Ancient Civil Man Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
19870,C_Black_Rabbit_Hat,Costume Black Rabbit Hat,Costumes,0,0,Item ID absent from System/itemInfo_true.lub
